partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
LXJ_CODE,100000,,临汾市,鑫钜公司,Z,90,XCX,4.0,41.8,F,汉,4575.0,3.0,,MATE,FRIENDS,1,70.0,山西省,CONSUME,04,,36.509051920572915,111.6940890842014,ANDROID,,山西省临汾市霍州市辛置镇,0
RONG_CODE,100000,102,韶关市,新丰县铭兴不锈钢工程部,,,APP,2.0,32.5,M,汉,1202.0,2.0,01,FRIENDS,FRIENDS,2,70.0,广东省,CONSUME,02,,24.20541,114.776425,ANDROID,,广东省河源市连平县三角镇X164(莲塘大道),0
LXJ_CODE,100000,105,上海市,浦东韵达,F,17,APP,3.0,39.1,M,汉,3423.0,4.0,01,MATE,FATHER,1,90.455,上海市,CONSUME,01,,30.98443355049928,121.75297817774765,ANDROID,,上海市浦东新区大团镇X380辅路,0
RONG_CODE,100000,105,广州市,广州启雅文化传播有限公司,,,APP,2.0,49.3,M,汉,2775.0,2.0,01,FATHER,FRIENDS,3,70.0,广东省,CONSUME,01,,23.124341,113.291987,ANDROID,,广东省广州市越秀区东山街道寺贝通津7-、9号,0
YXM_CODE,,,自贡市,,,,,,,,,,,,,,,,四川省,,,,,,,,,0
JY_CODE,100000,,九江市,广东九木堂装饰,E,24,XCX,3.0,32.8,M,汉,5539.0,3.0,01,MATE,FRIENDS,2,70.0,江西省,CONSUME,01,,31.189595756070056,121.70515485294399,IOS,,上海市浦东新区川沙新镇锦川路8886号,0
LXJ_CODE,100000,,黄冈市,武汉诚兴欣食品有限公司,C,24,APP,4.0,31.6,M,汉,5848.0,4.0,01,MATE,MOTHER,1,82.667,湖北省,CONSUME,01,,30.677092572445884,114.15896375860885,ANDROID,false,湖北省武汉市东西湖区径河街道十字南街94号,0
HXQB_CODE,100000,308,长沙市,邓慧个人工作室,Z,90,APP,4.0,30.6,F,汉,1627.0,4.0,01,FATHER,SIBLING,2,75.8389,湖南省,CONSUME,01,,28.197657662600578,113.08884174820938,IOS,,湖南省长沙市芙蓉区东湖街道合平路,0
LXJ_CODE,100000,309,安顺市,池店镇钱头村的沃鞋服有限公司,H,54,XCX,4.0,31.9,M,汉,6592.0,2.0,01,FATHER,RELATIVES,1,81.606,贵州省,CONSUME,03,,24.84674587673611,118.60040364583334,ANDROID,,福建省泉州市晋江市陈埭镇崇德桥,0
YXM_CODE,,,延边朝鲜族自治州,,,,,,,,,,,,,,,,吉林省,,,,,,,,,0
