partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,label
LXJ_CODE,100000,,宁德市,璞玉空间,Z,90,APP,2.0,30.8,F,汉,5743.0,4.0,01,MATE,FATHER,1,96.2,福建省,CONSUME,01,,31.90483099214537,120.2498171030117,ANDROID,,0
LXJ_CODE,100000,,汕尾市,广东丽达纺织有限公司,C,24,XCX,3.0,31.0,M,汉,1458.0,2.0,01,PARENTS,FRIENDS,2,70,广东省,CONSUME,01,,23.32214983941662,116.29105120482798,ANDROID,,0
LXJ_CODE,100000,105,南通市,江苏省如皋市邮政局城中投递部,Z,90,APP,3.0,27.6,M,汉,1390.0,4.0,01,PARENTS,FRIENDS,2,70,江苏省,CONSUME,01,,32.355149,120.610358,ANDROID,false,0
LXJ_CODE,100000,,雅安市,胡炳娟个人工作室,Z,90,APP,2.0,39.0,F,汉,4179.0,4.0,01,MATE,FATHER,1,70,四川省,CONSUME,02,,30.070318,103.104476,ANDROID,false,0
LXJ_CODE,100000,102,汕头市,汕头市明星文化传媒有限公司,R,17,XCX,4.0,42.1,M,汉,2478.0,4.0,01,MATE,FRIENDS,1,70,广东省,CONSUME,01,,23.256332108620748,116.42668661843259,ANDROID,,0
AWJ_CODE,100000,,柳州市,浙江盛凯纸制品有限公司,Z,90,APP,2.0,47.8,M,壮,99999.0,2.0,01,SIBLING,SIBLING,1,70,广西壮族自治区,CONSUME,01,,30.396416580045803,120.42487514592429,ANDROID,,0
HXQB_CODE,100000,105,丹东市,信阳市工信局,S,11,XCX,4.0,28.9,F,汉,922.0,3.0,01,SIBLING,RELATIVES,2,88.69583,辽宁省,CONSUME,01,,32.14650827599037,114.10404666157598,IOS,,0
HXQB_CODE,100000,103,海口市,深圳金时宝国际贸易有限公司,C,24,APP,4.0,46.9,M,汉,99999.0,3.0,,MATE,FRIENDS,1,83.849,海南省,CONSUME,01,,22.596268331861226,114.13842053769116,ANDROID,,0
AWJ_CODE,100000,,南通市,紫琅快餐,Z,90,APP,2.0,43.1,M,汉,4131.0,2.0,01,MATE,COLLEAGUE,1,97.5,江苏省,CONSUME,01,,31.807033160004545,121.6863482881093,ANDROID,,0
AWJ_CODE,100000,103,新乡市,昆明盛盈工贸有限公司,C,24,APP,2.0,32.8,M,汉,5142.0,3.0,01,MOTHER,FRIENDS,1,70,河南省,CONSUME,01,,35.102385,112.898865,ANDROID,,0
