amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
100000,303,常州市,江苏省溧阳市社渚镇人民政府,S,11,APP,4,32.3,M,汉,5493,2,,PARENTS,COLLEAGUE,2,90,江苏省,CONSUME,01,,31.3228483892902,119.29831176092447,ANDROID,,江苏省常州市溧阳市社渚镇,1
100000,103,泉州市,晋江万代好光电照明有限公司,Z,90,APP,3,31.2,M,汉,5549,4,01,FATHER,FRIENDS,2,94,福建省,CONSUME,01,,24.710542036512288,118.46112948075634,IOS,,福建省泉州市晋江市安海镇海八南路,1
100000,103,南京市,罗奇泰克,Z,90,APP,3,30.5,M,汉,6412,2,01,FATHER,SIBLING,1,90,江苏省,CONSUME,01,,31.704539,119.114236,ANDROID,,江苏省南京市溧水区东屏街道S340(常溧路),1
100000,105,铁岭市,沈阳市翔宇通讯器材有限公司,G,13,APP,3,38.0,F,汉,3938,3,,MATE,FRIENDS,1,90,辽宁省,CONSUME,01,,42.4315,123.547694,ANDROID,,辽宁省铁岭市调兵山市晓南镇中华路,1
100000,,绵阳市,成都富士康科技有限公司,G,13,APP,3,34.2,F,汉,4618,4,01,SIBLING,FRIENDS,3,97,四川省,CONSUME,01,,31.767491861979167,104.73904730902778,ANDROID,,四川省绵阳市江油市中坝街道太平路中段,1
100000,102,中山市,中山市采蝶轩面包有限公司,I,54,APP,2,38.1,M,汉,3455,4,01,CHILDREN,FRIENDS,1,97,广东省,CONSUME,01,,22.570648459354776,113.38319261522998,ANDROID,,广东省中山市港口镇港口大道辅路,1
100000,103,南京市,南京龙虎电力安装有限公司,D,17,APP,3,35.5,M,汉,4558,2,01,MATE,FRIENDS,1,90,江苏省,CONSUME,01,,32.334396,118.919209,ANDROID,,江苏省南京市六合区横梁街道Y020(冶仪线),1
100000,,张家口市,南山路社区卫生健康服务中心,Q,11,APP,4,39.5,F,汉,2925,4,,MOTHER,FRIENDS,1,90,河北省,CONSUME,01,,41.15039708727474,114.73542463001363,ANDROID,,河北省张家口市张北县张北镇察哈尔南大街,1
100000,103,重庆市,鸿富锦精密电子成都有限公司,G,13,APP,3,36.3,M,汉,5935,3,01,MATE,MOTHER,1,95,重庆市,CONSUME,01,,30.741632,103.921464,ANDROID,,四川省成都市郫都区合作街道清源环街,1
100000,105,蚌埠市,南京骏尚汽车服务中心,Z,90,APP,3,33.7,M,汉,6101,2,01,FRIENDS,COLLEAGUE,2,97,安徽省,CONSUME,01,,31.95117065886188,118.89609359907614,ANDROID,,江苏省南京市江宁区东山街道天元东路2999号,1
