partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,label
RONG_CODE,100000,,景德镇市,秀艺时尚造型,,,APP,2,30.1,M,汉,6329,4,01,FATHER,MOTHER,2,70,江西省,CONSUME,01,,23.520043,116.76645,ANDROID,,0
RONG_CODE,100000,105,湛江市,广东一明电气工程有限公司,,,XCX,2,33.1,M,汉,6264,4,01,FATHER,FRIENDS,1,91.88793,广东省,CONSUME,01,,21.68336394026475,110.0764572967144,IOS,,0
RONG_CODE,100000,,文山壮族苗族自治州,惠州中记家具有限公司,,,APP,3,28.2,M,壮,6622,2,01,SIBLING,COLLEAGUE,2,89.495,云南省,CONSUME,01,,23.17013,113.95774,ANDROID,,0
RONG_CODE,100000,,西安市,汉中市迪赞优创设计装饰有限责任公司,,,APP,4,37.0,M,汉,6791,3,01,MATE,FATHER,1,70,陕西省,CONSUME,01,,34.52234902498754,109.47073513454878,ANDROID,,0
LXJ_CODE,100000,,西安市,汉中市迪赞优创设计装饰有限责任公司,E,24,APP,4,37.0,M,汉,6791,3,01,MATE,FATHER,1,70,陕西省,CONSUME,01,,34.52234902498754,109.47073513454878,ANDROID,,0
LXJ_CODE,100000,,黄石市,深圳市天道酬勤有限责任公司,Z,90,XCX,4,30.5,M,汉,6604,4,,FATHER,FRIENDS,2,82.757,湖北省,CONSUME,04,,22.745044759114585,113.90576768663195,ANDROID,false,0
LXJ_CODE,100000,,石家庄市,中铁十六局,E,24,XCX,2,30.1,M,汉,1053,3,,MATE,SIBLING,1,88.385,河北省,CONSUME,01,,7.106606,125.64967,ANDROID,,0
LXJ_CODE,100000,,衡阳市,美好时光,Z,90,APP,2,24.0,M,汉,1501,2,01,PARENTS,FRIENDS,2,95.25,湖南省,CONSUME,01,,27.1477415288963,112.20086443464774,ANDROID,,0
AWJ_CODE,100000,,扬州市,中国东方航空公司,Z,90,APP,4,43.3,F,汉,5475,4,01,FATHER,FRIENDS,2,93.33,江苏省,CONSUME,01,,32.35022779779101,119.43028418286481,ANDROID,,0
LXJ_CODE,100000,,深圳市,深圳美西西餐饮有限公司,I,54,XCX,3,39.3,F,汉,3156,3,01,MATE,SIBLING,1,70,广东省,CONSUME,01,,22.558101671006945,114.03780653211805,ANDROID,,0
LXJ_CODE,100000,102,宜春市,江西紫宸科技有限公司,G,13,APP,2,34.1,M,汉,5971,4,,MATE,FRIENDS,1,70,江西省,CONSUME,01,,28.697650652452905,115.4374505708607,ANDROID,false,0
RONG_CODE,100000,,潮州市,乐趣积木玩具,,,APP,3,32.6,M,汉,4952,3,01,FATHER,FRIENDS,2,70,广东省,CONSUME,01,,23.384068,116.725006,ANDROID,,0
RONG_CODE,100000,102,丽江市,中国石油天然气股份有限公司云南丽江销售分,,,APP,2,28.2,M,彝,1669,4,01,MATE,MATE,,95.072,云南省,CONSUME,01,,27.183845275421669,99.30491697395464,ANDROID,,0
RONG_CODE,100000,102,眉山市,仁寿锦绣房地产开发有限公司,,,APP,3,40.2,F,汉,3474,2,01,MATE,SIBLING,1,70,四川省,CONSUME,01,,29.991139,104.144003,ANDROID,,0
LXJ_CODE,100000,102,眉山市,仁寿锦绣房地产开发有限公司,K,17,APP,3,40.2,F,汉,3474,2,01,MATE,SIBLING,1,70,四川省,CONSUME,01,,29.991139,104.144003,ANDROID,false,0
JY_CODE,100000,,吕梁市,山西柳林晋柳能,C,24,APP,2,49.5,M,汉,3744,2,,FRIENDS,MATE,1,70,山西省,CONSUME,02,,37.32827094184028,110.92954644097222,ANDROID,,0
LXJ_CODE,100000,,吕梁市,山西柳林晋柳能,C,24,APP,2,49.5,M,汉,3744,2,,FRIENDS,MATE,1,70,山西省,CONSUME,02,,37.32827094184028,110.92954644097222,ANDROID,false,0
LXJ_CODE,100000,,上饶市,杭州湘润建材有限公司,Z,90,XCX,2,26.2,M,汉,1876,4,01,MATE,FRIENDS,1,91.605,江西省,CONSUME,01,,23.390884785042457,116.76049994761567,ANDROID,,0
RONG_CODE,100000,102,上海市,上海革创企业管理有限公司,,,APP,3,39.2,M,汉,3550,2,01,MATE,FRIENDS,1,90.502,上海市,CONSUME,01,,30.96797137574859,121.52591732628172,ANDROID,,0
AWJ_CODE,100000,102,泸州市,私营业主,Z,90,XCX,2,23.9,M,汉,1989,2,01,MATE,FRIENDS,1,70,四川省,CONSUME,01,,28.147059461805554,106.14470947265625,ANDROID,,0
AWJ_CODE,100000,,重庆市,重庆国世无双科技有限公司,Z,90,APP,2,23.9,M,汉,2489,2,01,SIBLING,SIBLING,2,98.1,重庆市,CONSUME,01,,31.277961848574145,121.42828622527212,ANDROID,,0
RONG_CODE,100000,,成都市,喻记川味馆,,,APP,2,38.7,M,汉,3727,3,01,MATE,FRIENDS,1,70,四川省,CONSUME,01,,29.652224,91.100515,ANDROID,,0
JY_CODE,100000,104,昆明市,晨发宠物用品,C,24,APP,3,35.0,M,汉,6505,4,01,MATE,FRIENDS,1,70,云南省,CONSUME,01,,22.713886678991167,114.3478155909219,ANDROID,,0
AWJ_CODE,100000,103,开封市,朱小平个人工作室,Z,90,APP,2,32.2,F,汉,6960,4,01,MOTHER,SIBLING,2,83.176,河南省,CONSUME,01,,34.457944,114.206755,ANDROID,,0
RONG_CODE,100000,105,遵义市,水电安装工程,,,XCX,4,33.8,M,汉,6362,2,01,PARENTS,MATE,1,95.072,贵州省,CONSUME,02,,29.294651,119.993718,ANDROID,,0
RONG_CODE,100000,104,昆明市,晨发宠物用品,,,APP,3,35.0,M,汉,6505,4,01,MATE,FRIENDS,1,70,云南省,CONSUME,01,,22.713886678991167,114.3478155909219,ANDROID,,0
RONG_CODE,100000,,黔南布依族苗族自治州,广达五金厂,,,XCX,2,31.5,M,汉,1610,4,01,FATHER,COLLEAGUE,2,89.322,贵州省,CONSUME,01,,22.794960394965276,111.60397840711805,ANDROID,,0
RONG_CODE,100000,,重庆市,重庆昇星体育发展有限公司,,,XCX,4,22.4,M,汉,2222,2,01,FRIENDS,FRIENDS,2,84.563,重庆市,CONSUME,01,,30.813673231336807,108.41103542751736,ANDROID,,0
RONG_CODE,100000,,南平市,温州市能源发展有限公司,,,APP,4,24.1,M,汉,2069,4,01,FATHER,MOTHER,2,86.041,福建省,CONSUME,01,,27.389436,117.831987,ANDROID,,0
RONG_CODE,100000,,莆田市,晓郭汽修,,,APP,2,25.4,M,汉,1346,2,01,FATHER,FRIENDS,2,92.63573,福建省,CONSUME,01,,24.517573138111897,118.15358812171732,IOS,,0
HXQB_CODE,100000,105,贵港市,玉林光大房地产开发有限公司,K,17,APP,4,30.2,M,汉,1645,2,01,MATE,FRIENDS,1,91.893,广西壮族自治区,CONSUME,02,,23.038853268733896,110.00358040503017,ANDROID,,0
AWJ_CODE,100000,102,自贡市,艺野艺术培训学校,Z,90,XCX,4,25.7,F,汉,1482,4,01,MOTHER,FRIENDS,2,87.765,四川省,CONSUME,01,,30.797744669162154,103.88923753157224,ANDROID,,0
AWJ_CODE,100000,105,玉溪市,杨八东个人工作室,H,54,XCX,3,27.7,M,汉,1690,4,,FATHER,RELATIVES,2,70,云南省,CONSUME,04,,24.68843790338206,102.17177533402519,IOS,,0
RONG_CODE,100000,,南充市,何师烧烤,,,APP,2,23.8,M,汉,1997,2,01,SIBLING,RELATIVES,2,70,四川省,CONSUME,01,,31.279513,121.490603,ANDROID,,0
RONG_CODE,100000,105,泰安市,山东晨晖电子科技公司,,,APP,4,42.6,F,汉,4419,2,01,MATE,MOTHER,1,91.478,山东省,CONSUME,01,,26.622771891920129,106.63538529376472,ANDROID,,0
