amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
100000,102,烟台市,烟台鼎丰生物科技有限公司,M,11,XCX,4,27.3,M,汉,963,2,,FATHER,FRIENDS,2,89.54053,山东省,CONSUME,01,,37.36840095386797,120.44088513630027,ANDROID,,山东省烟台市招远市温泉街道S213(金龙路),0
100000,307,河源市,九号云仓供应链有限公司,F,17,XCX,4,40.9,M,汉,4127,2,01,MATE,FRIENDS,1,70.0,广东省,CONSUME,01,,23.071055230034723,114.42517686631945,ANDROID,false,广东省惠州市惠城区河南岸街道白泥路,0
100000,,常德市,昌雅金属制品有限公司,C,24,APP,2,39.0,F,汉,5678,4,01,MATE,FRIENDS,1,70.0,湖南,CONSUME,01,,39.17574408637153,116.98431206597222,ANDROID,false,天津市北辰区双口镇东杨路,0
100000,103,临沧市,临沧市奇创旅游公司,Z,90,XCX,2,30.3,M,汉,5827,3,01,MOTHER,RELATIVES,2,70.0,云南省,CONSUME,01,,23.480542631872646,99.8347031107074,ANDROID,,云南省临沧市双江拉祜族佤族布朗族傣族自治县勐勐镇,0
100000,,大连市,瓦房店市赵文胜个体运输部,Z,90,APP,3,40.5,M,汉,4714,4,,MATE,FATHER,1,70.0,辽宁省,CONSUME,03,,39.893569,121.832071,ANDROID,false,辽宁省大连市瓦房店市永宁镇,0
100000,105,安庆市,张平个人工作室,Z,90,APP,2,38.3,M,汉,3761,2,01,MOTHER,FRIENDS,1,70.0,安徽省,CONSUME,01,,30.167753,116.302494,ANDROID,false,安徽省安庆市宿松县程岭乡S248,0
100000,103,贵港市,港南区第二幼儿园,P,13,APP,3,39.3,F,汉,4436,4,01,FATHER,SIBLING,1,70.0,广西壮族自治区,CONSUME,02,,23.074081,109.596688,ANDROID,false,广西壮族自治区贵港市港南区江南街道港南路西侧支路,0
100000,105,长沙市,秦淮区赫润平办公用品经营部,H,54,APP,2,34.2,M,汉,564,4,01,PARENTS,SIBLING,1,70.0,湖南省,CONSUME,01,,22.61247259191532,114.03796944525522,ANDROID,,广东省深圳市龙华区民治街道民丰路199,0
100000,,亳州市,太和县丰雪烟花爆竹批发零售,H,54,XCX,4,30.7,F,汉,1357,3,,MOTHER,MATE,1,70.0,安徽省,CONSUME,01,,23.62024603949653,116.5741796875,ANDROID,,广东省潮州市潮安区凤塘镇兴东一路,0
100000,104,毕节市,罗昌华个人工作室,Z,90,XCX,2,35.9,M,汉,5989,3,01,PARENTS,FRIENDS,1,70.0,贵州省,CONSUME,01,,27.34758277153201,105.08591467264167,ANDROID,,贵州省毕节市七星关区野角乡,0
100000,,义乌市,旭连饰品,Z,90,XCX,3,33.7,F,汉,4996,2,01,PARENTS,FRIENDS,1,80.476,浙江省,CONSUME,01,,29.30533203125,120.08305094401042,ANDROID,,浙江省金华市义乌市稠城街道机场路隧道,0
100000,,鞍山市,李健个人工作室,Z,90,XCX,4,38.4,M,汉,4406,2,,MOTHER,FRIENDS,1,70.0,辽宁省,CONSUME,01,,40.85656548394097,122.76691216362848,ANDROID,false,辽宁省鞍山市海城市海州街道新东一街,0
100000,103,漳州市,海东市平安区沁之韵茶庄,C,24,APP,2,42.8,M,汉,2797,4,01,CHILDREN,FRIENDS,3,70.0,福建省,CONSUME,02,,36.498212,102.090474,ANDROID,false,青海省海东市平安区平安街道互助南路,0
100000,103,石家庄市,昌禾种植专业合作社,Z,90,APP,2,32.2,M,汉,5646,2,01,PARENTS,COLLEAGUE,1,88.884,河北省,CONSUME,01,,37.948248,114.637826,ANDROID,false,河北省石家庄市栾城区郄马镇,0
