partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
FZ_CODE,100000,103,成都市,久宜装饰,Z,90,APP,3.0,32.9,F,汉,7011.0,3.0,01,MATE,CHILDREN,1,98,四川省,CONSUME,01,,30.550471,104.012294,ANDROID,,四川省成都市双流区西航港街道G93(成渝环线高速),0
LXJ_CODE,100000,102,烟台市,烟台鼎丰生物科技有限公司,M,11,XCX,4.0,27.3,M,汉,963.0,2.0,,FATHER,FRIENDS,2,89.54053,山东省,CONSUME,01,,37.36840095386797,120.44088513630027,ANDROID,,山东省烟台市招远市温泉街道S213(金龙路),0
RONG_CODE,100000,,盐城市,孙正豹个人工作室,,,APP,2.0,33.4,M,汉,5205.0,2.0,01,FATHER,FRIENDS,3,70.0,江苏省,CONSUME,01,,31.691519,119.984675,ANDROID,,江苏省常州市武进区湖塘镇滆湖东路,0
RONG_CODE,100000,,西安市,西安市莲湖区糖氿食品公司,,,APP,2.0,50.1,M,汉,3517.0,2.0,01,FATHER,SIBLING,3,96.2,陕西省,CONSUME,01,,34.28625405717455,108.96218805299059,ANDROID,,陕西省西安市新城区太华路街道翔鸾街,0
LXJ_CODE,100000,307,河源市,九号云仓供应链有限公司,F,17,XCX,4.0,40.9,M,汉,4127.0,2.0,01,MATE,FRIENDS,1,70.0,广东省,CONSUME,01,,23.071055230034723,114.42517686631945,ANDROID,false,广东省惠州市惠城区河南岸街道白泥路,0
FZ_CODE,100000,,阜阳市,友邻烟酒,Z,90,APP,4.0,25.2,M,汉,1081.0,3.0,01,FATHER,MOTHER,2,96,安徽省,CONSUME,01,,23.065957,114.413441,ANDROID,,广东省惠州市惠城区河南岸街道和地路14号,0
YXM_CODE,,,黔西南布依族苗族自治州,,,,,,,,,,,,,,,,贵州省,,,,,,,,,0
LXJ_CODE,100000,,常德市,昌雅金属制品有限公司,C,24,APP,2.0,39.0,F,汉,5678.0,4.0,01,MATE,FRIENDS,1,70.0,湖南,CONSUME,01,,39.17574408637153,116.98431206597222,ANDROID,false,天津市北辰区双口镇东杨路,0
RONG_CODE,100000,105,南通市,上海市机械施工集团有限公司,,,APP,4.0,26.1,M,汉,1678.0,4.0,01,CHILDREN,SIBLING,2,70.0,江苏省,CONSUME,01,,31.356892328009786,121.51195422918943,ANDROID,,上海市浦东新区高桥镇江心沙路2562号,0
YXM_CODE,,,建瓯市,,,,,,,,,,,,,,,,福建省,,,,,,,,,0
HXQB_CODE,100000,102,晋中市,山西昔阳丰汇煤业有限责任公司,C,24,APP,4.0,33.9,M,汉,5996.0,4.0,01,RELATIVES,COLLEAGUE,2,70.0,山西省,CONSUME,02,,37.593786580134317,113.70391749250523,ANDROID,,山西省晋中市昔阳县乐平镇G207辅路,0
FZ_CODE,100000,104,长沙市,景洪友谊电瓶维修店,Z,90,APP,2.0,45.4,M,汉,4539.0,4.0,01,MATE,FRIENDS,1,96,湖南省,CONSUME,01,,21.998676,100.779316,ANDROID,,云南省西双版纳傣族自治州景洪市允景洪街道勐海路103号,0
XYF_CODE,10000,102,驻马店市,河南谆贵商贸有限公司,H,54,XCX,2.0,31.5,F,汉,6438.0,3.0,,MATE,PARENTS,1,70.0,河南省,CONSUME,,12,31.404742549972388,121.3596541976377,ANDROID,,上海市宝山区罗店镇抚远路,0
RONG_CODE,100000,103,临沧市,临沧市奇创旅游公司,,,XCX,2.0,30.3,M,汉,5827.0,3.0,01,MOTHER,RELATIVES,2,70.0,云南省,CONSUME,01,,23.480542631872646,99.8347031107074,ANDROID,,云南省临沧市双江拉祜族佤族布朗族傣族自治县勐勐镇,0
