partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
AWJ_CODE,100000,310,铜陵市,先锋村民委员会,S,11,APP,3.0,31.9,M,汉,5304.0,4.0,01,FATHER,FRIENDS,3,90.358,安徽省,CONSUME,02,,30.784869165602917,117.13603303338637,ANDROID,,安徽省铜陵市枞阳县雨坛镇,0
AWJ_CODE,100000,104,惠州市,惠州派游文旅,Z,90,XCX,3.0,30.2,M,汉,7067.0,2.0,01,PARENTS,RELATIVES,2,70,广东省,CONSUME,01,,23.105035536024307,114.41727945963542,ANDROID,,广东省惠州市惠城区江北街道福昆线辅路,0
HXQB_CODE,100000,103,秦皇岛市,无无无无,H,54,APP,4.0,31.5,F,汉,5920.0,4.0,01,PARENTS,FRIENDS,2,70,河北省,CONSUME,01,,39.88355732102814,118.93626852358816,ANDROID,,河北省秦皇岛市卢龙县下寨乡,0
HXQB_CODE,100000,,盐城市,镁科（浙江）新材料股份有限公司,C,24,XCX,3.0,35.5,M,汉,6810.0,4.0,,MATE,FRIENDS,1,70,江苏省,CONSUME,01,,31.10816107855903,119.7364732530382,ANDROID,,浙江省湖州市长兴县煤山镇S216,1
LXJ_CODE,100000,403,阜阳市,莉众享美养生会所,O,17,APP,2.0,34.0,F,汉,6263.0,2.0,01,MATE,COLLEAGUE,1,86.343,安徽省,CONSUME,02,,33.029462,115.292364,ANDROID,false,安徽省阜阳市临泉县邢塘街道幸福路,0
AWJ_CODE,100000,,荆门市,荆门市沙洋县官垱镇大文村龙虾合作社,I,54,XCX,3.0,27.0,M,汉,1220.0,3.0,01,FATHER,FRIENDS,2,82.654,湖北省,CONSUME,02,,30.535972,112.518248,ANDROID,,湖北省荆门市沙洋县官垱镇渠顶道路,0
AWJ_CODE,100000,,市辖区,北京华轻明珠商贸有限公司,H,54,XCX,4.0,29.0,F,汉,95.0,3.0,01,MOTHER,FRIENDS,2,70,北京市,CONSUME,01,,35.779083423271956,139.68122528418135,ANDROID,,"蓮根駅前通り, Itabashi, Tokyo, Japan",1
AWJ_CODE,100000,,内江市,深圳市南山区西丽侗秀养发养生馆,Z,90,APP,2.0,33.8,F,汉,4617.0,4.0,01,RELATIVES,FATHER,1,70,四川省,CONSUME,01,,22.581945,113.953951,ANDROID,,广东省深圳市南山区桃源街道珠光北路180,1
XYF_CODE,10000,103,成都市,美艺建筑沙盘模型公司,E,24,APP,2.0,35.1,M,汉,5971.0,2.0,,MATE,FRIENDS,1,92.02,四川省,CONSUME,,12,30.96196330363219,104.02397841683127,ANDROID,false,四川省成都市彭州市致和街道,0
AWJ_CODE,100000,102,西安市,中和休闲,Z,90,XCX,2.0,30.8,F,汉,6097.0,4.0,01,FATHER,FRIENDS,1,70,陕西省,CONSUME,01,,34.96074186194538,109.60513871276908,IOS,,陕西省渭南市蒲城县奉先街道延安街,0
