amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
100000,103,安庆市,方兆国个人工作室,,,APP,4,26.8,M,汉,3147,4,01,FATHER,SIBLING,2,70.0,安徽省,CONSUME,01,,31.707354,117.238188,ANDROID,,安徽省合肥市蜀山区临湖社区天都路,0
100000,105,肇庆市,新锦绣酒家,,,APP,4,35.3,M,汉,6726,3,01,FATHER,MATE,1,70.0,广东省,CONSUME,01,,23.18791,113.443946,ANDROID,,广东省广州市黄埔区联和街道S117(开创大道),0
100000,301,吉林市,声广传媒,,,XCX,3,35.7,F,汉,3849,4,01,SIBLING,MATE,1,70.0,吉林省,CONSUME,01,,43.79614590183221,125.2686582785907,ANDROID,,吉林省长春市南关区明珠街道芳草街,0
100000,102,黄石市,大冶宏胜矿业有限公司,,,XCX,3,32.2,M,汉,5261,2,,SIBLING,FRIENDS,2,70.0,湖北省,CONSUME,01,,30.107932091809916,114.97713687848436,ANDROID,,湖北省黄石市大冶市东风路街道观山路,0
100000,105,南通市,南通驰邦景观工程有限公司,,,XCX,2,39.0,M,汉,5745,4,01,MATE,FRIENDS,1,70.0,江苏省,CONSUME,01,,31.38466843794259,121.30893670108634,ANDROID,,上海市嘉定区马陆镇花家路,0
100000,103,菏泽市,山东恒海电子商务有限公司,,,XCX,3,27.3,M,汉,1000,4,01,PARENTS,FRIENDS,2,99.0,山东省,CONSUME,01,,35.42375931730481,116.62523120438427,ANDROID,,山东省济宁市任城区洸河街道吴泰闸路,0
100000,103,商洛市,房地产营销策划中环诚宜佳有限公司,,,APP,2,30.5,M,汉,28,2,01,FATHER,FRIENDS,2,90.431,陕西省,CONSUME,01,,30.674389439708589,103.89565116910547,ANDROID,,四川省成都市温江区涌泉街道花土路,0
100000,102,汉中市,严彩霞个人工作室,,,XCX,2,37.7,F,汉,4149,2,01,MATE,MOTHER,1,70.0,陕西省,CONSUME,01,,31.45229197157698,119.47571522641724,ANDROID,,江苏省常州市溧阳市昆仑街道华欣路,0
100000,102,广元市,自由职业者,,,APP,4,24.1,M,汉,2104,4,01,FATHER,FRIENDS,2,70.0,四川省,CONSUME,01,,30.707121039496528,104.07081651475694,ANDROID,,四川省成都市成华区双水碾街道福祥街19号,0
100000,105,大连市,大连船舶重工集团长兴岛船舶工程有限公司,,,XCX,3,35.9,M,汉,3813,4,,FATHER,FRIENDS,2,70.0,辽宁省,CONSUME,01,,39.51064832899306,121.41135850694444,ANDROID,,辽宁省大连市瓦房店市长兴岛街道,0
100000,103,雅安市,雅安市城投公司,,,XCX,4,24.3,M,汉,252,2,01,FATHER,FRIENDS,2,70.0,四川省,CONSUME,01,,30.01917701018219,103.06222929055335,ANDROID,,四川省雅安市雨城区北郊镇G351,0
100000,,亳州市,蒙城县宏能新能源有限公司,,,APP,2,26.8,M,汉,827,2,01,FATHER,MOTHER,2,70.0,安徽省,CONSUME,01,,29.320253,120.052446,ANDROID,,浙江省金华市义乌市北苑街道复兴路,0
100000,105,深圳市,漳州香洲皮革有限公司,,,APP,4,29.3,M,汉,1975,3,01,RELATIVES,FRIENDS,2,91.877,广东省,CONSUME,01,,11.029707,106.309477,ANDROID,,"Trang Bang, Tay Ninh, Viet Nam",0
100000,,湖州市,朱琳个人工作室,,,XCX,2,26.9,F,汉,3183,4,01,RELATIVES,RELATIVES,2,87.724,浙江省,CONSUME,01,,30.875521041919563,120.28457850704204,ANDROID,,浙江省湖州市吴兴区织里镇,0
100000,,娄底市,湖南省通信建设有限公司,,,APP,4,38.1,M,汉,4889,4,01,MATE,PARENTS,1,70.0,湖南省,CONSUME,01,,27.729436577690972,112.0083336046007,ANDROID,,湖南省娄底市娄星区乐坪街道东贸街,0
100000,,湛江市,四川中誉洲建筑劳务有限公司,,,APP,2,28.3,M,汉,2085,3,01,MOTHER,FRIENDS,2,87.553,广东省,CONSUME,01,,30.29395,108.138697,ANDROID,,重庆市石柱土家族自治县沿溪镇G350(石垫路),0
100000,103,唐山市,中海宏洋地产,,,APP,4,31.4,M,汉,280,4,01,RELATIVES,COLLEAGUE,2,70.0,河北省,CONSUME,01,,39.673762153041327,118.16885079760265,ANDROID,,河北省唐山市路北区高新区街道建设北路156号,0
100000,307,芜湖市,芜湖淮芜网络科技有限公司,,,XCX,3,35.1,M,汉,6044,2,,COLLEAGUE,MOTHER,2,81.568,安徽省,CONSUME,01,,31.323881440682166,118.37944427069226,ANDROID,,安徽省芜湖市镜湖区大砻坊社区梧桐巷,0
100000,,宁波市,上海贝泰妮生物科技有限公司,,,APP,3,33.5,M,汉,854,4,01,FATHER,SIBLING,2,70.0,浙江省,CONSUME,01,,30.289474283854165,120.02108371310764,ANDROID,,浙江省杭州市余杭区五常街道发奋街,0
100000,307,河池市,凤园椰珍,,,APP,2,29.5,F,壮,6072,2,01,MOTHER,COLLEAGUE,2,70.0,广西壮族自治区,CONSUME,01,,23.137,113.371359,ANDROID,,广东省广州市天河区棠下街道棠安路205号,0
100000,403,湖州市,长兴大润发超市,,,XCX,2,28.1,F,汉,6787,2,,PARENTS,MATE,1,79.506,浙江省,CONSUME,01,,30.998058539496526,119.90897352430555,ANDROID,,浙江省湖州市长兴县雉城街道光明路220号,0
100000,104,漳州市,新一代物业管理有限公司,,,APP,2,32.5,M,汉,691,2,01,FRIENDS,COLLEAGUE,2,70.0,福建省,CONSUME,01,,22.4925743645114,113.9514534591159,ANDROID,,广东省深圳市南山区蛇口街道,0
100000,104,徐州市,私营企业,,,APP,4,35.8,M,汉,5513,4,01,MATE,SIBLING,1,70.0,江苏省,CONSUME,01,,34.298582,117.203227,ANDROID,,江苏省徐州市鼓楼区琵琶街道殷庄路,0
100000,,宜宾市,福州百策电子商务有限公司,,,APP,4,23.3,F,汉,2463,3,01,SIBLING,COLLEAGUE,2,94.355,四川省,CONSUME,02,,26.01464898003472,119.2243505859375,ANDROID,,福建省福州市闽侯县上街镇高新大道,0
100000,104,北京市,孙志华个人工作室,,,APP,2,49.6,F,汉,99999,4,01,SIBLING,FRIENDS,1,93.365,北京市,CONSUME,01,,40.0818642859215,116.43730204599253,ANDROID,,北京市昌平区北七家镇太海路,0
100000,105,郴州市,京东方集团有限公司,,,APP,3,22.5,M,汉,1828,2,01,FATHER,MOTHER,2,70.0,湖南省,CONSUME,01,,29.646204,106.533684,ANDROID,,重庆市渝北区人和街道吉兴路,0
100000,103,宝鸡市,三村周家组,,,XCX,2,43.3,M,汉,4281,2,01,MATE,FRIENDS,1,89.78,陕西省,CONSUME,01,,34.3647477963254,107.90637242211031,ANDROID,,陕西省宝鸡市扶风县城关街道,0
100000,,陇南市,管氏翅吧,,,APP,2,22.9,M,汉,2140,2,01,FATHER,FRIENDS,2,70.0,甘肃省,CONSUME,01,,31.326494,120.644764,ANDROID,,江苏省苏州市苏州工业园区娄葑街道一斗山路,0
100000,102,广州市,广州市黄埔区沧头村物业管理有限公司,,,APP,4,51.0,M,汉,99999,2,,MATE,FRIENDS,1,90.305,广东省,CONSUME,04,,23.116262,113.554108,ANDROID,,广东省广州市增城区新塘镇诗礼街,0
100000,,常德市,泉州巨力重型机械有限公司,,,APP,2,28.1,M,汉,2638,3,01,MATE,FRIENDS,1,70.0,湖南省,CONSUME,01,,24.916649,118.543802,ANDROID,,福建省泉州市鲤城区金龙街道浮桥街540号,1
100000,,河池市,黄少棉个人工作室,,,APP,2,54.4,M,壮,734,2,,MATE,CHILDREN,1,94.502,广西壮族自治区,CONSUME,01,,24.492199,108.642459,ANDROID,,广西壮族自治区河池市宜州区庆远镇龙溪路辅路,0
100000,103,延安市,北京科技大学天津学院,,,APP,4,23.9,M,汉,2111,4,01,FATHER,RELATIVES,2,78.348465,陕西省,CONSUME,01,,39.55610986516258,117.39988879717993,ANDROID,,天津市宝坻区周良街道万景大道,0
100000,,柳州市,微彩造型,,,APP,2,36.0,M,壮,4294,2,01,FRIENDS,FRIENDS,2,70.0,广西壮族自治区,CONSUME,01,,22.625914,114.036524,ANDROID,,广东省深圳市龙华区民治街道梅花南路,0
100000,104,芜湖市,方惠明个人工作室,,,XCX,2,38.3,M,汉,5775,4,01,MATE,RELATIVES,1,70.0,安徽省,CONSUME,01,,30.934249326677766,118.73831898467748,ANDROID,,安徽省宣城市宣州区鳌峰街道水阳江南大道辅路,0
100000,,商丘市,家电制冷维修,,,APP,2,33.6,M,汉,6808,2,01,FATHER,MOTHER,1,91.784,河南省,CONSUME,01,,34.317786,115.279706,ANDROID,,河南省商丘市宁陵县华堡镇,0
100000,105,齐齐哈尔市,广源农机配件商店,,,XCX,3,50.7,F,汉,1033,4,01,MATE,CHILDREN,1,70.0,黑龙江省,CONSUME,01,,43.6579021591231,120.81468513036656,ANDROID,,内蒙古自治区赤峰市阿鲁科尔沁旗绍根镇沙日乌苏路,0
100000,102,汉中市,杜从波个人工作室,,,APP,2,37.0,M,汉,4161,2,01,FATHER,FRIENDS,1,70.0,陕西省,CONSUME,01,,37.782722,112.581573,ANDROID,,山西省太原市小店区龙城街道荣军北街,0
100000,105,天津市,天津市中铁十八局四公司机场线项目部,,,XCX,2,43.8,M,汉,3622,2,01,MATE,COLLEAGUE,1,70.0,天津市,CONSUME,01,,39.211106,117.194973,ANDROID,,天津市北辰区宜兴埠镇万科花园路,0
100000,103,襄阳市,比亚迪襄阳产业园,,,APP,4,22.3,M,汉,2571,3,01,FATHER,MOTHER,1,70.0,湖北省,CONSUME,01,,32.127204,111.832952,ANDROID,,湖北省襄阳市樊城区太平店镇S302(福兰线),0
100000,,内江市,成都精玖科技有限公司,,,APP,4,40.8,F,汉,3805,4,01,MATE,FATHER,1,70.0,四川省,CONSUME,01,,30.802272,103.908341,ANDROID,,四川省成都市郫都区郫筒街道科新街,0
100000,104,恩施土家族苗族自治州,张文蔚个人工作室,,,XCX,2,24.7,F,苗,2268,4,01,MATE,COLLEAGUE,2,88.996,湖北省,CONSUME,01,,29.507184249146783,109.31547237312846,ANDROID,,湖北省恩施土家族苗族自治州来凤县旧司镇S285,0
100000,,湘西土家族苗族自治州,永金气配有限公司,,,APP,2,32.0,F,苗,5429,2,01,FRIENDS,SIBLING,2,70.0,湖南省,CONSUME,01,,29.30308,121.608943,ANDROID,,浙江省宁波市宁海县力洋镇S215(力兴中路),0
100000,103,松原市,大连友昕科技发展有限公司,,,APP,4,47.3,M,汉,6188,4,01,SIBLING,COLLEAGUE,1,70.0,吉林省,CONSUME,01,,38.012313,114.477031,ANDROID,,河北省石家庄市桥西区南长街道京广东街,0
100000,104,北京市,北京奔驰汽车有限公司,,,APP,3,33.0,M,汉,5484,2,01,FATHER,COLLEAGUE,1,87.865,北京市,CONSUME,01,,39.722338,116.892143,ANDROID,,河北省廊坊市香河县安平镇Y216(新城街),0
100000,102,杭州市,赵敏个人工作室,,,APP,2,39.1,M,汉,5544,4,,MATE,FATHER,1,70.0,浙江省,CONSUME,01,,30.204713230481727,119.40985418649169,ANDROID,,浙江省杭州市临安区於潜镇,0
100000,,南安市,美团外卖,,,XCX,2,31.7,M,汉,5404,2,,MATE,RELATIVES,1,70.0,福建省,CONSUME,02,,25.115128309461806,118.47198377821181,ANDROID,,福建省泉州市南安市梅山镇,0
100000,,福州市,福州曾氏网络科技有限公司,,,APP,4,48.7,F,汉,671,4,01,FRIENDS,MATE,1,70.0,福建省,CONSUME,01,,26.042971,119.251995,ANDROID,,福建省福州市仓山区金山街道建新中路,0
100000,103,淮北市,张春晖个人工作室,,,XCX,4,37.5,M,汉,3827,3,01,MATE,FRIENDS,1,83.69863,安徽省,CONSUME,01,,31.89457827785045,120.29977974528103,IOS,,江苏省无锡市江阴市澄江街道澄杨路3号,1
100000,,驻马店市,时美形象工作室,,,APP,2,26.9,M,汉,473,3,01,RELATIVES,FRIENDS,2,70.0,河南省,CONSUME,01,,40.018377,116.564152,ANDROID,,北京市朝阳区金盏(地区)乡,0
100000,105,孝感市,开特电子云梦有限公司,,,APP,2,36.0,M,汉,5904,4,01,MOTHER,SIBLING,2,88.175,湖北省,CONSUME,01,,31.035366068192,113.696182254467,ANDROID,,湖北省孝感市云梦县清明河乡州官路,0
100000,,省直辖县级行政区划,国大酒吧,,,APP,2,24.0,M,汉,2132,2,01,FATHER,COLLEAGUE,2,70.0,海南省,CONSUME,01,,20.023417,110.375571,ANDROID,,海南省海口市美兰区白龙街道青年路,0
100000,103,菏泽市,菏泽开发区鼎新劳务有限公司,,,APP,3,41.4,M,汉,4255,4,01,MATE,FRIENDS,1,99.0,山东省,CONSUME,02,,35.23345579824743,115.4980993461691,ANDROID,,山东省菏泽市牡丹区丹阳街道桂陵路,0
100000,103,佛山市,懒懒洋有限公司,,,APP,3,36.9,F,汉,3862,2,01,MOTHER,MATE,1,70.0,广东省,CONSUME,01,,22.983021,113.104585,ANDROID,,广东省佛山市禅城区石湾镇街道金澜南路205号,0
