partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
LXJ_CODE,100000,105,大连市,大连华波科贸有限公司,H,54,APP,4.0,44.4,M,汉,3745.0,4.0,01,MATE,FRIENDS,1,70,辽宁省,CONSUME,01,,38.92274,121.485173,ANDROID,false,辽宁省大连市甘井子区红旗街道,0
AWJ_CODE,100000,103,临沂市,北京东城国际关系学院招待所,I,54,APP,4.0,25.2,M,汉,2045.0,4.0,01,PARENTS,FRIENDS,2,82.283,山东省,CONSUME,01,,32.07202249633609,118.665895496824,ANDROID,,江苏省南京市浦口区顶山街道望江路辅路,0
LXJ_CODE,100000,,温州市,杭州臻隆温州分公司,H,54,APP,4.0,44.1,M,汉,4723.0,3.0,01,MOTHER,FRIENDS,3,70,浙江省,CONSUME,01,,27.981334,120.708746,ANDROID,false,浙江省温州市瓯海区三垟街道黄屿大道,0
LXJ_CODE,100000,,重庆市,云阳县财政局,S,11,XCX,4.0,37.1,M,汉,4377.0,3.0,,FATHER,COLLEAGUE,2,70,重庆市,CONSUME,01,,30.93552788628472,108.69559868706597,ANDROID,false,重庆市云阳县双江街道三合路128号,0
LXJ_CODE,100000,103,咸阳市,苏州骏拓热控有限公司,Z,90,APP,2.0,34.8,M,汉,6347.0,2.0,,MATE,FRIENDS,1,70,陕西省,CONSUME,01,,31.122873,120.678648,ANDROID,false,江苏省苏州市吴江区江陵街道叶锦路,0
AWJ_CODE,100000,,滁州市,济邦科技,Z,90,APP,2.0,55.2,M,汉,3197.0,2.0,01,MATE,CHILDREN,1,93.33,安徽省,CONSUME,01,,32.79252841739696,118.01036652936037,ANDROID,,安徽省滁州市明光市明东街道祁仓路,0
AWJ_CODE,100000,104,太原市,山西地宝能源有限公司,Z,90,APP,4.0,36.1,M,汉,3943.0,3.0,01,MATE,FRIENDS,1,70,山西省,CONSUME,01,,37.85414201364568,112.61960201650936,ANDROID,,山西省太原市迎泽区郝庄镇X247(朝阳街),0
YXM_CODE,,,西安市,,,,,,,,,,,,,,,,陕西省,,,,,,,,,0
LXJ_CODE,100000,,桂林市,方正电路板,Z,90,APP,2.0,23.2,M,汉,2075.0,4.0,01,PARENTS,FRIENDS,2,87.5,广西壮族自治区,CONSUME,01,,23.013999438056616,113.39877028266241,ANDROID,,广东省广州市番禺区南村镇,0
LXJ_CODE,100000,,岳阳市,张桃艳个人工作室,Z,90,APP,2.0,39.1,M,汉,6782.0,2.0,01,FATHER,SIBLING,1,88.973,湖南省,CONSUME,01,,29.162414,113.027506,ANDROID,false,湖南省岳阳市岳阳县荣家湾镇,0
