partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,label
AWJ_CODE,100000,102,重庆市,重庆人瑞人力资源有限公司,O,17,APP,4.0,30.7,F,汉,5720.0,2.0,01,MOTHER,FRIENDS,2,77.172,重庆市,CONSUME,01,,29.60601,106.289667,ANDROID,,0
LXJ_CODE,100000,102,广安市,四川洁顺物业管理有限公司,L,17,XCX,2.0,38.0,M,汉,4858.0,2.0,,MATE,FRIENDS,1,70,四川省,CONSUME,01,,30.384936386131775,106.77876632111597,ANDROID,,0
LXJ_CODE,100000,305,苏州市,高婷婷个人工作室,Z,90,APP,3.0,35.2,F,汉,4352.0,2.0,01,PARENTS,OTHER,1,82.871,江苏省,CONSUME,01,,24.83701,118.61066,ANDROID,false,0
YXM_CODE,,,达州市,,,,,,,,,,,,,,,,四川省,,,,,,,,0
LXJ_CODE,100000,103,南昌市,菱光科技公司,G,13,XCX,2.0,36.9,M,汉,5333.0,4.0,01,PARENTS,RELATIVES,1,70,江西省,CONSUME,01,,28.71622721706558,115.97530893248235,ANDROID,,0
AWJ_CODE,100000,,商丘市,刘一村个人工作室,Z,90,APP,4.0,22.5,M,汉,1478.0,4.0,01,SIBLING,COLLEAGUE,2,70,河南省,CONSUME,01,,34.75619059756687,113.67325751854443,ANDROID,,0
HXQB_CODE,100000,105,南京市,南京爱涵文化传播有限公司,R,17,APP,4.0,38.5,M,汉,4298.0,4.0,01,FATHER,MOTHER,1,70,江苏省,CONSUME,01,,31.966130209547786,118.83320760186065,ANDROID,,0
XYF_CODE,10000,302,濮阳市,个人经营,Z,90,APP,3.0,36.4,F,汉,4314.0,4.0,,FATHER,SIBLING,2,90.519,河南省,CONSUME,,12,35.79500574873787,115.0405924943328,ANDROID,false,0
LXJ_CODE,100000,,达州市,宁波新皓物流有限公司,Z,90,XCX,2.0,31.0,M,汉,6432.0,4.0,01,PARENTS,FRIENDS,2,70,四川省,CONSUME,01,,29.206082899305557,119.83516411675348,ANDROID,,0
AWJ_CODE,100000,105,杭州市,浙江省水利水电勘测设计院,M,11,APP,4.0,39.9,M,汉,4617.0,3.0,01,PARENTS,FRIENDS,1,93.0,浙江省,CONSUME,01,,30.24069911764577,122.20718628994311,ANDROID,,1
AWJ_CODE,100000,,永州市,冰淇淋世界,H,54,XCX,2.0,28.5,F,汉,317.0,4.0,01,MATE,FRIENDS,1,70,湖南,CONSUME,01,,25.540553,111.598313,ANDROID,,0
LXJ_CODE,100000,102,泰州市,南通荣贸贸易有限公司,C,24,XCX,2.0,31.8,M,汉,56.0,2.0,01,FATHER,SIBLING,2,93.91709,江苏省,CONSUME,02,,31.967902238112797,120.9002976068936,ANDROID,,0
LXJ_CODE,100000,,大庆市,肇源县头号玩家网吧,R,17,APP,3.0,34.7,M,汉,5003.0,3.0,01,FATHER,COLLEAGUE,2,70,黑龙江省,CONSUME,02,,45.514214,125.067078,ANDROID,false,0
LXJ_CODE,100000,103,攀枝花市,正立消防设备有限公司,C,24,XCX,2.0,30.0,M,彝,2008.0,2.0,,FATHER,FRIENDS,1,89.536,四川省,CONSUME,01,,25.05409423828125,102.7360866970486,ANDROID,false,0
AWJ_CODE,100000,102,曲靖市,中国人民革命军事博物馆,C,24,APP,4.0,37.6,M,汉,5179.0,3.0,01,PARENTS,FRIENDS,1,70,云南省,CONSUME,01,,39.914574626323517,116.32828720395455,ANDROID,,0
AWJ_CODE,100000,103,安康市,大众修脚店,O,17,APP,2.0,35.9,F,汉,4856.0,4.0,01,OTHER,OTHER,2,70,陕西省,CONSUME,01,,25.768621675144006,113.06937880639252,ANDROID,,0
LXJ_CODE,100000,301,芜湖市,信德房地产开发芜湖有限公司,K,17,XCX,2.0,47.0,M,汉,5018.0,2.0,01,MATE,FRIENDS,1,70,安徽省,CONSUME,01,,31.322379286024304,118.43451144748263,ANDROID,,0
AWJ_CODE,100000,,本溪市,诚源电子商务,G,13,APP,4.0,23.9,F,满,2296.0,3.0,01,MOTHER,SIBLING,2,70,辽宁省,CONSUME,01,,40.106705,124.359547,ANDROID,,0
LXJ_CODE,100000,,本溪市,诚源电子商务,G,13,APP,4.0,23.9,F,满,2296.0,3.0,01,MOTHER,SIBLING,2,70,辽宁省,CONSUME,01,,40.106705,124.359547,ANDROID,false,0
HXQB_CODE,100000,102,重庆市,黄丹个人工作室,Z,90,APP,3.0,34.0,F,汉,4443.0,4.0,01,MATE,FRIENDS,1,70,重庆市,CONSUME,01,,29.513379186733166,106.52784173035384,ANDROID,,1
LXJ_CODE,100000,,江门市,海宴水产,H,54,XCX,2.0,31.8,M,汉,114.0,2.0,01,MATE,FRIENDS,1,70,广东,CONSUME,01,,21.7859033203125,112.64512559678819,ANDROID,,0
AWJ_CODE,100000,,商洛市,成都市博兴汽车维修服务有限公司,O,17,APP,2.0,32.6,M,汉,6307.0,3.0,01,SIBLING,COLLEAGUE,1,84.102,陕西省,CONSUME,01,,30.654762,104.183381,ANDROID,,0
LXJ_CODE,100000,104,阳江市,广东省阳江市盈科服饰有限公司,C,24,APP,2.0,38.4,M,汉,3829.0,4.0,,PARENTS,SIBLING,2,70,广东省,CONSUME,02,,21.862944,111.959282,ANDROID,false,0
AWJ_CODE,100000,104,阳江市,广东省阳江市盈科服饰有限公司,C,24,APP,2.0,38.4,M,汉,3829.0,4.0,,FRIENDS,SIBLING,2,70,广东省,CONSUME,02,,21.862944,111.959282,ANDROID,,0
AWJ_CODE,100000,,茂名市,久哥传媒,Z,90,APP,4.0,26.2,M,汉,1208.0,4.0,01,SIBLING,FATHER,2,70,广东省,CONSUME,01,,37.878827,112.477406,ANDROID,,0
AWJ_CODE,100000,306,河源市,丽日购物广场有限公司,H,54,XCX,3.0,45.0,F,汉,4879.0,2.0,01,CHILDREN,FATHER,1,70,广东省,CONSUME,01,,23.751393229166666,114.68158772786458,ANDROID,,0
HXQB_CODE,100000,102,淮南市,丰台便民服务中心北京,S,11,XCX,3.0,51.3,F,汉,330.0,3.0,01,PARENTS,MATE,3,70,安徽省,CONSUME,01,,39.77230130856131,116.22319585778827,ANDROID,,0
LXJ_CODE,100000,,海口市,海南总队,Z,90,APP,3.0,28.5,M,汉,1826.0,3.0,01,FATHER,COLLEAGUE,2,92.021,海南省,CONSUME,01,,19.791863,110.230891,ANDROID,,0
LXJ_CODE,100000,103,上海市,住宅地址,S,11,XCX,2.0,29.4,F,汉,1658.0,4.0,01,MATE,FRIENDS,1,70,上海市,CONSUME,01,,31.212769452571146,121.56446933853967,ANDROID,,0
AWJ_CODE,100000,,娄底市,湖南汽车制造有限公司,H,54,APP,3.0,24.9,F,汉,1611.0,4.0,01,MOTHER,FRIENDS,2,70,湖南省,CONSUME,01,,28.165191,113.059024,ANDROID,,0
JY_CODE,100000,,张家界市,李春百货商店,Z,90,XCX,4.0,36.7,M,土家,4537.0,2.0,01,MATE,SIBLING,1,70,湖南省,CONSUME,01,,29.400684,110.163555,ANDROID,,0
AWJ_CODE,100000,,郴州市,澈凡贸易店,G,13,APP,2.0,25.8,M,汉,209.0,4.0,01,FATHER,MOTHER,2,70,湖南省,CONSUME,01,,22.951341060556929,113.98708139737804,ANDROID,,0
AWJ_CODE,100000,102,潍坊市,泊头市优胜个性学有限公司,P,13,XCX,4.0,26.0,F,汉,2140.0,4.0,01,MATE,FATHER,1,70,山东省,CONSUME,01,,36.728632688644427,119.1153682546394,ANDROID,,0
LXJ_CODE,100000,,宣城市,义乌康展进出口有限公司,Z,90,APP,2.0,36.2,M,汉,5840.0,3.0,01,MOTHER,FRIENDS,2,88.06961,安徽省,CONSUME,01,,29.297578,120.157648,ANDROID,false,0
LXJ_CODE,100000,102,新乡市,火炯炯石锅菜,I,54,APP,2.0,23.2,M,汉,2050.0,4.0,01,MOTHER,SIBLING,2,89.052,河南省,CONSUME,01,,31.91600148352027,118.91544751017733,ANDROID,,0
AWJ_CODE,100000,102,揭阳市,灵活就业人员,Z,90,APP,4.0,26.8,M,汉,7033.0,4.0,01,MOTHER,FRIENDS,2,88.182,广东省,CONSUME,01,,23.306885,116.190825,ANDROID,,0
AWJ_CODE,100000,105,普洱市,澜沧小小食铺,H,54,APP,3.0,38.5,F,拉祜,4158.0,3.0,01,SIBLING,FRIENDS,2,91.335,云南省,CONSUME,01,,22.56169155093258,99.94030968955592,ANDROID,,0
AWJ_CODE,100000,104,日照市,中铁十四局集团有限公司,E,24,APP,4.0,38.8,M,汉,2903.0,4.0,,MATE,FRIENDS,1,70,山东省,CONSUME,01,,35.76855506862339,118.63791179930377,ANDROID,,1
YXM_CODE,,,益阳市,,,,,,,,,,,,,,,,湖南省,,,,,,,,0
LXJ_CODE,100000,104,黔西南布依族苗族自治州,贵州赋锦瑞会计咨询有限公司,L,17,APP,2.0,36.2,F,汉,5008.0,4.0,01,MOTHER,SIBLING,2,92.123,贵州省,CONSUME,01,,27.28558439919412,105.33497762821031,ANDROID,false,0
AWJ_CODE,100000,403,牡丹江市,中国铁路哈尔滨局集团有限公司,F,17,APP,3.0,23.2,M,汉,2278.0,2.0,01,FATHER,RELATIVES,2,70,黑龙江省,CONSUME,01,,45.278315,130.27828,ANDROID,,0
YXM_CODE,,,佛山市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
LXJ_CODE,100000,105,绍兴市,浙江祥生建设工程有限公司,E,24,APP,3.0,26.4,M,汉,1512.0,2.0,01,MOTHER,FATHER,2,70,浙江省,CONSUME,01,,29.697394,120.16663,ANDROID,false,0
AWJ_CODE,100000,105,大理白族自治州,扬子江药业集团股份有限公司,M,11,APP,4.0,26.6,F,彝,1004.0,3.0,01,MOTHER,FRIENDS,2,70,云南省,CONSUME,01,,25.042614,102.733153,ANDROID,,1
LXJ_CODE,100000,102,常德市,长沙市公安局监所管理支队,Z,90,APP,3.0,33.8,M,汉,385.0,4.0,01,SIBLING,MATE,1,70,湖南省,CONSUME,01,,28.224704,113.121775,ANDROID,false,0
AWJ_CODE,100000,102,秦皇岛市,北戴河新区发展有限责任公司,Z,90,XCX,3.0,35.4,M,汉,5641.0,2.0,01,PARENTS,FRIENDS,3,70,河北省,CONSUME,01,,39.72497283978058,119.30011881378124,ANDROID,,0
AWJ_CODE,100000,,湘西土家族苗族自治州,成都富士康科技集团,G,13,APP,4.0,27.1,M,苗,1162.0,2.0,01,FATHER,FRIENDS,2,70,湖南省,CONSUME,01,,28.525103,109.441233,ANDROID,,0
LXJ_CODE,100000,102,长治市,潞安漳村恒达工贸有限公司,C,24,APP,3.0,29.9,M,汉,582.0,2.0,01,MATE,FRIENDS,1,70,山西省,CONSUME,02,,36.416606,112.965165,ANDROID,false,0
LXJ_CODE,100000,103,衢州市,章丽宏个人工作室,Z,90,APP,2.0,49.2,M,汉,590.0,4.0,01,MOTHER,FRIENDS,3,70,浙江省,CONSUME,02,,30.159986,120.410429,ANDROID,false,0
LXJ_CODE,100000,,昭通市,宋波个人工作室,Z,90,APP,2.0,25.3,M,汉,758.0,3.0,01,PARENTS,SIBLING,2,70,云南省,CONSUME,01,,30.618043925918174,120.56477601677958,ANDROID,false,0
AWJ_CODE,100000,,中山市,威力洗衣机厂,Z,90,APP,2.0,40.6,F,汉,3838.0,4.0,01,CHILDREN,FRIENDS,1,70,广东省,CONSUME,01,,22.674665,113.349128,ANDROID,,0
LXJ_CODE,100000,105,西安市,中铁电气化局,E,24,APP,3.0,27.6,M,汉,848.0,2.0,01,PARENTS,FRIENDS,2,70,陕西省,CONSUME,01,,38.12585191741853,106.63243305148015,ANDROID,,0
HXQB_CODE,100000,105,海口市,海南江鹏控股集团,H,54,APP,4.0,27.0,M,汉,7028.0,4.0,01,MATE,FATHER,2,89.936,海南省,CONSUME,01,,20.02536238038876,110.27675144466063,ANDROID,,1
AWJ_CODE,100000,,保山市,段旭个人工作室,Z,90,APP,3.0,24.5,M,汉,1583.0,3.0,01,PARENTS,FRIENDS,2,96.66,云南省,CONSUME,01,,24.731949739508864,99.19552420386816,ANDROID,,0
AWJ_CODE,100000,103,泉州市,福建盛林建设工程有限公司,C,24,APP,2.0,29.6,M,汉,6176.0,3.0,01,RELATIVES,FRIENDS,2,70,福建省,CONSUME,01,,25.004083109238473,118.29203580136381,ANDROID,,0
AWJ_CODE,100000,105,重庆市,王能红个人工作室,Z,90,APP,3.0,41.7,M,汉,3765.0,3.0,01,MATE,COLLEAGUE,1,70,重庆市,CONSUME,01,,24.970484,102.712381,ANDROID,,0
AWJ_CODE,100000,103,玉溪市,兰坪莫小染生鲜食品经,C,24,APP,2.0,37.8,F,汉,5915.0,2.0,,FRIENDS,RELATIVES,1,93.366,云南省,CONSUME,01,,25.825861065975376,98.86075922935109,ANDROID,,0
AWJ_CODE,100000,102,天津市,辣苹果网络技术有限公司,I,54,APP,4.0,34.2,F,朝鲜,6550.0,4.0,,RELATIVES,MOTHER,2,87.084,天津市,CONSUME,02,,37.48921698837989,126.92712499999992,ANDROID,,0
LXJ_CODE,100000,,大连市,大连中联康信科技有限公司,G,13,APP,4.0,31.5,M,汉,1178.0,2.0,01,FATHER,COLLEAGUE,2,70,辽宁省,CONSUME,01,,41.310036,123.774882,ANDROID,false,0
LXJ_CODE,100000,103,泉州市,福建盛林建设工程有限公司,C,24,XCX,2.0,29.6,M,汉,6176.0,3.0,01,PARENTS,FRIENDS,2,70,福建省,CONSUME,01,,25.004083109238473,118.29203580136381,ANDROID,,0
LXJ_CODE,100000,105,咸阳市,山西暮城文化传媒有限公司,R,17,XCX,4.0,25.8,F,汉,209.0,2.0,01,FATHER,FRIENDS,2,78.16918,陕西省,CONSUME,01,,34.36969386377288,108.74967920459695,ANDROID,,0
AWJ_CODE,100000,104,成都市,四川省成都市金堂县官仓街道办,S,11,APP,4.0,33.5,M,汉,5459.0,3.0,,MATE,FRIENDS,1,85.621,四川省,CONSUME,01,,30.857492947048613,104.42284233940973,ANDROID,,0
AWJ_CODE,100000,105,绍兴市,偶得饭团,H,54,XCX,2.0,28.2,F,汉,2163.0,4.0,01,CHILDREN,FRIENDS,2,88.102,浙江省,CONSUME,01,,29.587400467903597,120.82186026595613,IOS,,1
AWJ_CODE,100000,102,汕头市,深圳市起跑线科技有限公司,G,13,XCX,3.0,31.6,F,汉,5307.0,3.0,01,PARENTS,COLLEAGUE,2,89.07,广东省,CONSUME,01,,23.109517517640954,113.29050670071227,ANDROID,,0
YXM_CODE,,,北京市,,,,,,,,,,,,,,,,北京市,,,,,,,,0
AWJ_CODE,100000,,佛山市,箭牌卫浴有限公司,C,24,XCX,2.0,39.8,F,汉,4486.0,2.0,,MATE,MOTHER,1,70,广东省,CONSUME,01,,23.443368598090277,112.8429541015625,ANDROID,,0
LXJ_CODE,100000,,揭阳市,佳业海产品批发商行,Z,90,XCX,3.0,40.2,F,汉,4024.0,4.0,01,FATHER,FRIENDS,1,70,广东省,CONSUME,01,,23.142487510175607,113.21888440259336,ANDROID,,0
LXJ_CODE,100000,102,沈阳市,郭振生个人工作室,Z,90,XCX,4.0,28.6,M,汉,6341.0,3.0,01,PARENTS,FRIENDS,2,70,辽宁省,CONSUME,01,,41.80779370466594,123.44142387049732,ANDROID,,0
LXJ_CODE,100000,,天长市,天长市豪俊汽车维修部,Z,90,APP,2.0,35.3,M,汉,4184.0,3.0,,FATHER,MATE,1,86.755,安徽省,CONSUME,01,,32.597828,119.16755,ANDROID,false,0
YXM_CODE,,,宿迁市,,,,,,,,,,,,,,,,江苏省,,,,,,,,1
YXM_CODE,,,遵义市,,,,,,,,,,,,,,,,贵州省,,,,,,,,1
HXQB_CODE,100000,105,遵义市,遵义建工集团有限公司,E,24,APP,3.0,40.0,M,汉,5292.0,3.0,01,MOTHER,MATE,1,93.098,贵州省,CONSUME,01,,27.686000203112234,106.92327944409176,ANDROID,,1
AWJ_CODE,100000,,大庆市,美厨娘饺子馆,H,54,XCX,3.0,26.3,M,蒙古,1791.0,2.0,01,FATHER,FRIENDS,2,70,黑龙江省,CONSUME,01,,47.200344780815975,123.64779351128472,ANDROID,,0
LXJ_CODE,100000,,大庆市,美厨娘饺子馆,H,54,XCX,3.0,26.3,M,蒙古,1791.0,2.0,01,FATHER,FRIENDS,2,70,黑龙江省,CONSUME,01,,47.200344780815975,123.64779351128472,ANDROID,,0
AWJ_CODE,100000,,焦作市,张志鹏个人工作室,Z,90,APP,2.0,37.6,M,汉,3813.0,3.0,01,COLLEAGUE,FRIENDS,1,70,河南省,CONSUME,02,,32.810723,112.475033,ANDROID,,0
AWJ_CODE,100000,102,天津市,私营业主,Z,90,APP,4.0,25.3,F,汉,754.0,4.0,01,RELATIVES,FRIENDS,2,70,天津市,CONSUME,01,,39.097216,117.239688,ANDROID,,0
LXJ_CODE,100000,,南京市,南京索菲特高尔夫酒店,Z,90,XCX,4.0,36.0,M,汉,6372.0,2.0,01,FRIENDS,PARENTS,3,70,江苏省,CONSUME,01,,32.138296589469877,118.87773636244765,ANDROID,,0
AWJ_CODE,100000,103,绥化市,哈尔滨市仁晟科技有限公司,Z,90,XCX,3.0,23.7,F,汉,2642.0,4.0,01,MOTHER,FRIENDS,2,70,黑龙江省,CONSUME,01,,39.27457782244893,121.79167658136115,ANDROID,,0
AWJ_CODE,100000,105,内江市,四川省资中县高楼镇卫生院,Q,11,XCX,3.0,36.8,M,汉,5066.0,4.0,01,PARENTS,SIBLING,1,70,四川省,CONSUME,01,,31.67320930545156,103.15020173786835,ANDROID,,0
AWJ_CODE,100000,,珠海市,海口龙华遇见紫潮百货商行,H,54,XCX,3.0,29.8,M,瑶,272.0,3.0,,MOTHER,FRIENDS,1,70,广东省,CONSUME,04,,22.254220377604167,113.54724039713541,ANDROID,,1
LXJ_CODE,100000,302,绍兴市,浙江明牌珠宝股份有限公司,Z,90,APP,3.0,23.9,M,汉,2359.0,3.0,01,FATHER,COLLEAGUE,2,70,浙江省,CONSUME,01,,30.030733,120.429715,ANDROID,false,0
AWJ_CODE,100000,105,宿迁市,江苏腾宇机械制造有限公司,C,24,APP,3.0,30.9,M,汉,5635.0,3.0,01,FRIENDS,FATHER,1,70,江苏省,CONSUME,01,,33.979067,118.30828,ANDROID,,0
LXJ_CODE,100000,,北京市,北京市政交通一卡通有限公司,F,17,APP,4.0,44.0,M,汉,3688.0,4.0,01,FATHER,MATE,1,70,北京市,CONSUME,01,,40.030780795408,116.362373353492,ANDROID,false,0
AWJ_CODE,100000,102,重庆市,邓伟个人工作室,Z,90,APP,2.0,40.2,M,汉,5433.0,4.0,01,MATE,SIBLING,2,70,重庆市,CONSUME,01,,23.186713395970015,113.26094460906572,ANDROID,,0
LXJ_CODE,100000,102,太原市,白家庄矿业有限公司,C,24,APP,4.0,42.3,M,汉,4023.0,4.0,01,PARENTS,FRIENDS,1,80.42,山西省,CONSUME,01,,37.870869140625,112.46688774956597,ANDROID,,0
AWJ_CODE,100000,105,商丘市,中原大桥局,E,24,APP,2.0,39.1,M,汉,5116.0,2.0,01,FRIENDS,MOTHER,1,70,河南省,CONSUME,01,,39.456173,116.297625,ANDROID,,0
LXJ_CODE,100000,,资阳市,四川新希望房地产开发有限公司,K,17,APP,3.0,31.0,M,汉,6317.0,3.0,,MATE,COLLEAGUE,1,86.307,四川省,CONSUME,02,,30.66503987630208,104.1716978624132,ANDROID,false,0
LXJ_CODE,100000,102,南昌市,辛成达个人工作室,Z,90,APP,4.0,31.6,M,汉,5373.0,4.0,01,PARENTS,COLLEAGUE,2,70,江西省,CONSUME,02,,28.952594,117.173021,ANDROID,false,0
YXM_CODE,,,焦作市,,,,,,,,,,,,,,,,河南省,,,,,,,,0
LXJ_CODE,100000,,焦作市,王嘉伟个人工作室,Z,90,APP,2.0,26.5,M,汉,825.0,2.0,,PARENTS,FRIENDS,2,78.827,河南省,CONSUME,01,,35.084233,112.743728,ANDROID,false,0
AWJ_CODE,100000,,福清市,美团外卖,Z,90,APP,2.0,32.3,M,汉,1061.0,3.0,01,MATE,SIBLING,1,70,福建省,CONSUME,01,,25.716178,119.366482,ANDROID,,0
YXM_CODE,,,常州市,,,,,,,,,,,,,,,,江苏省,,,,,,,,0
AWJ_CODE,100000,104,涟源市,鑫远白天鹅酒店,I,54,APP,2.0,28.8,F,汉,6887.0,2.0,01,FATHER,COLLEAGUE,2,81.84,湖南省,CONSUME,01,,30.233288021514299,120.29397667602049,IOS,,0
AWJ_CODE,100000,102,宿迁市,唐金镇个人工作室,Z,90,APP,2.0,36.3,M,汉,4086.0,3.0,01,FRIENDS,FRIENDS,1,70,江苏省,CONSUME,01,,29.343019461935854,120.08679217320659,ANDROID,,0
JY_CODE,100000,105,自贡市,鸿荣公司,Z,90,XCX,2.0,31.6,M,汉,5452.0,2.0,01,PARENTS,RELATIVES,1,86.019,四川省,CONSUME,01,,30.62301470437653,104.02217179036713,ANDROID,,0
LXJ_CODE,100000,104,南宁市,盛华门保健有限责任公司,O,17,APP,2.0,28.0,M,汉,587.0,4.0,01,FATHER,FRIENDS,2,70,广西壮族自治区,CONSUME,01,,22.74597,114.015877,ANDROID,false,0
AWJ_CODE,100000,309,滨州市,成都皓辰企业管理咨询有限公司,L,17,XCX,3.0,44.7,F,汉,1500.0,3.0,01,PARENTS,SIBLING,1,70,山东省,CONSUME,01,,37.41607338986148,117.99982639108969,ANDROID,,0
AWJ_CODE,100000,103,淄博市,任顺凯个人工作室,Z,90,APP,3.0,25.2,M,汉,1602.0,4.0,01,MATE,FRIENDS,1,70,山东省,CONSUME,01,,36.18482954123951,118.18865096105245,ANDROID,,0
AWJ_CODE,100000,309,广州市,东鹏有限公司,Z,90,APP,2.0,29.7,M,汉,115.0,4.0,01,FATHER,FRIENDS,2,70,广东省,CONSUME,01,,22.886561746818825,113.56624295886458,IOS,,0
AWJ_CODE,100000,,海口市,海南华夏人寿保险海口分公司,J,13,APP,3.0,34.6,F,汉,4394.0,3.0,01,FATHER,FRIENDS,2,70,海南省,CONSUME,01,,20.005893,110.204808,ANDROID,,0
LXJ_CODE,100000,,儋州市,海南井鸿消防有限责任公司,Z,90,XCX,3.0,26.4,M,汉,115.0,2.0,01,PARENTS,COLLEAGUE,2,95.151,海南省,CONSUME,01,,19.807770182291666,109.18837131076388,ANDROID,,0
LXJ_CODE,100000,,临沂市,山东国铭球墨铸管科技有限公司,G,13,APP,3.0,35.5,F,汉,5445.0,2.0,01,FRIENDS,MOTHER,1,70,山东省,CONSUME,01,,34.938206,117.857224,ANDROID,false,0
AWJ_CODE,100000,102,重庆市,重庆美的制冷,C,24,APP,3.0,30.7,M,汉,6067.0,2.0,01,FATHER,FRIENDS,2,70,重庆市,CONSUME,01,,29.578752,106.312314,ANDROID,,1
HXQB_CODE,100000,310,益阳市,广东绘宇智能勘测科技有限公司,G,13,APP,4.0,36.6,F,汉,3918.0,3.0,01,FRIENDS,RELATIVES,1,87.542,湖南省,CONSUME,01,,23.11166131056407,113.45430971537867,ANDROID,,0
AWJ_CODE,100000,104,枣庄市,北京智网科技股份有限公司,Z,90,XCX,4.0,42.8,M,汉,3086.0,2.0,,FRIENDS,FRIENDS,1,70,山东省,CONSUME,01,,36.671328790798387,117.15970444134013,ANDROID,,0
LXJ_CODE,100000,104,枣庄市,北京智网科技股份有限公司,Z,90,XCX,4.0,42.8,M,汉,3086.0,2.0,,PARENTS,FRIENDS,1,70,山东省,CONSUME,01,,36.671328790798387,117.15970444134013,ANDROID,,0
AWJ_CODE,100000,102,杭州市,杭州城描集文化艺术有限公司,Z,90,APP,4.0,30.7,M,汉,7014.0,4.0,01,PARENTS,FRIENDS,2,70,浙江省,CONSUME,01,,27.77401312934028,119.6974107530382,ANDROID,,0
AWJ_CODE,100000,105,上海市,上海宣而教育,H,54,XCX,3.0,35.1,F,汉,4263.0,2.0,01,MATE,FRIENDS,1,70,上海市,CONSUME,02,,35.54703590320706,139.7689979999999,ANDROID,,1
AWJ_CODE,100000,105,南充市,陈航个人工作室,Z,90,APP,4.0,22.7,M,汉,2300.0,2.0,01,FATHER,FRIENDS,2,89.188,四川省,CONSUME,01,,30.687278387576386,104.11200610376717,IOS,,0
YXM_CODE,,,清远市,,,,,,,,,,,,,,,,广东省,,,,,,,,0
AWJ_CODE,100000,105,安庆市,安徽结创软件科技有限公司,Z,90,XCX,2.0,34.2,F,汉,6317.0,2.0,01,PARENTS,MATE,1,87.334,安徽省,CONSUME,01,,34.7668856516367,116.91297910333668,ANDROID,,0
JY_CODE,100000,,湛江市,张相钦个人工作室,Z,90,XCX,2.0,28.9,M,汉,6817.0,2.0,01,PARENTS,OTHER,2,78.955,广东省,CONSUME,01,,22.941002,113.648183,ANDROID,,0
LXJ_CODE,100000,102,铁岭市,宏凯鞋业有限公司,C,24,XCX,2.0,34.2,M,汉,6831.0,4.0,01,MATE,SIBLING,2,83.317,辽宁省,CONSUME,01,,23.125804307725694,114.55447075737847,ANDROID,,0
LXJ_CODE,100000,105,自贡市,汤建个人工作室,Z,90,APP,3.0,41.1,M,汉,4475.0,4.0,01,PARENTS,OTHER,1,70,四川省,CONSUME,01,,32.50399712456597,80.10940619574653,ANDROID,,0
AWJ_CODE,100000,105,泉州市,黄秋生个人工作室,Z,90,XCX,4.0,39.0,M,汉,4292.0,3.0,01,MATE,RELATIVES,1,70,福建省,CONSUME,01,,25.015724012586805,118.76540879991319,ANDROID,,0
YXM_CODE,,,上海市,,,,,,,,,,,,,,,,上海市,,,,,,,,1
LXJ_CODE,100000,103,赣州市,国群美颜店,H,54,XCX,2.0,27.5,M,汉,860.0,3.0,01,PARENTS,FRIENDS,1,70,江西省,CONSUME,02,,23.080474446614584,113.5158865017361,ANDROID,false,0
AWJ_CODE,100000,,成都市,成都市青羊区习墨去书画培训学校,P,13,XCX,4.0,29.7,M,汉,6826.0,3.0,01,MOTHER,FRIENDS,2,70,四川省,CONSUME,01,,30.55794655056476,104.04718239755363,ANDROID,,0
LXJ_CODE,100000,,通辽市,北京嗨量科技有限公司,Z,90,APP,4.0,29.9,M,汉,490.0,4.0,01,MOTHER,FRIENDS,2,87.36717,内蒙古自治区,CONSUME,01,,40.002204,116.407562,ANDROID,false,0
JY_CODE,100000,103,广元市,赵文武个人工作室,Z,90,APP,2.0,26.6,M,汉,1787.0,3.0,01,COLLEAGUE,MATE,1,70,四川省,CONSUME,01,,32.45078863422519,105.87004765399658,ANDROID,,0
JY_CODE,100000,105,中山市,中山蒙奇化工有限公司,Z,90,APP,3.0,34.5,F,汉,7012.0,4.0,01,MATE,SIBLING,1,88.184,广东省,CONSUME,01,,22.717214322123156,113.34568752365377,ANDROID,,1
LXJ_CODE,100000,102,巴中市,曲靖市硕晶商贸有限公司,H,54,XCX,3.0,50.5,M,汉,596.0,4.0,01,MATE,COLLEAGUE,1,91.133,四川省,CONSUME,01,,39.94373823961377,116.52517366461864,ANDROID,,0
AWJ_CODE,100000,105,泰州市,增压器销售,H,54,APP,2.0,33.6,M,汉,569.0,3.0,01,MOTHER,RELATIVES,1,86.9,江苏省,CONSUME,01,,40.757365,114.824387,ANDROID,,1
YXM_CODE,,,梧州市,,,,,,,,,,,,,,,,广西壮族自治区,,,,,,,,0
LXJ_CODE,100000,,洛阳市,偃师市佳盟汽车销售有限公司,Z,90,APP,2.0,29.6,M,汉,2018.0,2.0,01,FATHER,FATHER,1,89.093,河南省,CONSUME,01,,34.659517,112.781935,ANDROID,false,0
