partner_code,amount,bankCardInfo.bankCode,city,companyInfo.companyName,companyInfo.industry,companyInfo.occupation,customerSource,degree,idInfo.birthDate,idInfo.gender,idInfo.nation,idInfo.validityDate,income,jobFunctions,linkmanList.0.relationship,linkmanList.1.relationship,maritalStatus,pictureInfo.0.faceScore,province,purpose,resideFunctions,term,deviceInfo.gpsLatitude,deviceInfo.gpsLongitude,deviceInfo.osType,deviceInfo.isCrossDomain,deviceInfo.applyPos,label
YXM_CODE,,,河源市,,,,,,,,,,,,,,,,广东省,,,,,,,,,0
YXM_CODE,,,深圳市,,,,,,,,,,,,,,,,广东省,,,,,,,,,0
FLXD_CODE,100000,105,深圳市,深圳市泰康人寿保险有限公司,J,13,APP,4.0,36.0,M,汉,5886.0,4.0,01,PARENTS,COLLEAGUE,1,91.288,广东省,CONSUME,01,,37.82693934634043,112.56456267986302,ANDROID,,山西省太原市小店区营盘街道亲贤北街北二条,0
LXJ_CODE,100000,,杭州市,浙江上善资产管理有限公司,Z,90,XCX,4.0,40.1,M,汉,4962.0,2.0,01,MATE,COLLEAGUE,1,70.0,浙江省,CONSUME,01,,23.097100423177082,113.3695445421007,ANDROID,,广东省广州市海珠区琶洲街道凤浦中路,0
LXJ_CODE,100000,,广州市,广州新东方科技教育集团,Z,90,XCX,4.0,24.7,M,汉,1682.0,3.0,01,FATHER,FRIENDS,2,94.29,广东省,CONSUME,01,,23.07236,113.233152,ANDROID,,广东省广州市荔湾区白鹤洞街道鹤洞路265,0
YXM_CODE,,,遵义市,,,,,,,,,,,,,,,,贵州省,,,,,,,,,0
LXJ_CODE,100000,403,大理白族自治州,赵金玉个人工作室,H,54,APP,4.0,26.1,F,白,1647.0,4.0,01,FATHER,FRIENDS,2,70.0,云南省,CONSUME,01,,25.592591,100.228884,ANDROID,false,云南省大理白族自治州大理市下关街道苍宝巷1,0
JY_CODE,100000,103,苏州市,湛贤良桌球室,Z,90,APP,3.0,30.5,M,汉,6617.0,4.0,01,FATHER,SIBLING,1,95.072,江苏省,CONSUME,01,,34.59798849108977,119.13791826136607,ANDROID,,江苏省连云港市海州区浦西街道海连西路辅路,0
YXM_CODE,,,聊城市,,,,,,,,,,,,,,,,山东省,,,,,,,,,0
YXM_CODE,,,汕尾市,,,,,,,,,,,,,,,,广东省,,,,,,,,,0
LXJ_CODE,100000,102,运城市,闻喜浩达建筑装饰工程有限公司,E,24,XCX,3.0,28.4,M,汉,839.0,4.0,01,FATHER,FRIENDS,2,70.0,山西省,CONSUME,01,,35.33774351189884,111.22990196079076,IOS,,山西省运城市闻喜县桐城镇,0
LXJ_CODE,100000,,梧州市,高北松个人工作室,Z,90,APP,4.0,31.6,M,汉,1498.0,3.0,01,FATHER,SIBLING,2,70.0,广西壮族自治区,CONSUME,01,,24.332047,109.395741,ANDROID,false,广西壮族自治区柳州市柳南区河西街道,0
